the_geom,PMAID,GIS_AREA,GIS_LENGTH,GIS_EDT_DT,SPORTCOURT,NAME,SPORT_TYPE,COURT_ID,FACILITY_I,FACILITY_N,COURT_SIZE,RESERVED_1,RESERVED_2,RESERVED_3,LOCATION_I,SHAPE_AREA,SHAPE_LEN
"MULTIPOLYGON (((-122.3324563133079 47.66418107794248, -122.33263614588046 47.66409359114896, -122.33264583692294 47.66410419352663, -122.33265279029115 47.664115734963666, -122.33265681332365 47.66412789567721, -122.33265779455067 47.66414033872557, -122.33265570678272 47.66415271934413, -122.33265060786435 47.664164694497764, -122.3326426390716 47.66417593238549, -122.33263202119774 47.66418612163388, -122.33261904843587 47.66419497992452, -122.33260408022778 47.664202261816285, -122.33258753130443 47.6642077655461, -122.33256986019516 47.66421133861922, -122.33255155652257 47.66421288203463, -122.33253312743624 47.66421235302807, -122.33251508356072 47.66420976625704, -122.33249792484722 47.66420519339456, -122.33248212672092 47.66419876114336, -122.33246812690817 47.66419064772513, -122.3324563133079 47.66418107794248)))",1104,1189.65219904,141.06729442,04/01/2015 12:00:00 AM +0000,0,,Basketball,,,,Half,,,,,0,0
"MULTIPOLYGON (((-122.32833954893678 47.67993728411003, -122.32832301099252 47.680100688511644, -122.32800581816944 47.68008604725555, -122.3279708114914 47.680084600206065, -122.32791407113163 47.68008198087372, -122.32792203983185 47.68000352527544, -122.32792928700542 47.679922632215735, -122.32792992685458 47.679920478644, -122.3279311097091 47.67991843255437, -122.32793279976735 47.67991655587608, -122.32793494587607 47.67991490541082, -122.32793748307866 47.679913531113364, -122.32794033458131 47.67991247457976, -122.32794341407727 47.679911767788234, -122.32794662835906 47.679911432131334, -122.32794988013964 47.67991147776838, -122.32796180520064 47.67991175944741, -122.3280285432459 47.679914904313215, -122.32803702955712 47.679915303962716, -122.32821401271634 47.67992333025411, -122.32826012959873 47.679925983575586, -122.32830561719194 47.67993175684676, -122.32833954893678 47.67993728411003)))",307,6302.35020192,322.79882544,04/01/2015 12:00:00 AM +0000,0,,Basketball,,,,Full,,,,,0,0
"MULTIPOLYGON (((-122.30936237343373 47.64199681859215, -122.30912167050852 47.641998032522295, -122.30901559793398 47.641998567131324, -122.30901377210903 47.64183313785056, -122.30911984434618 47.64183260324325, -122.30936054650581 47.64183138931696, -122.30936237343373 47.64199681859215)))",376,5158.77607827,291.66576244,04/01/2015 12:00:00 AM +0000,0,,Basketball,,,,Full,,,,,0,0
"MULTIPOLYGON (((-122.33263614588046 47.66409359114896, -122.3324563133079 47.66418107794248, -122.33244788962128 47.66417152902148, -122.33244165199405 47.66416124272038, -122.33243773796272 47.66415044584907, -122.33243623382894 47.66413937647508, -122.33243622839116 47.6641391417494, -122.33243752640224 47.6641266150139, -122.33244190580038 47.66411441109477, -122.33244924335122 47.66410287339912, -122.3324593325811 47.66409232658686, -122.33247188958717 47.6640830674352, -122.33248656102627 47.66407535648767, -122.33250293405776 47.664069410722725, -122.3325205479603 47.66406539744827, -122.3325389070962 47.66406342959381, -122.33255749485782 47.664063562532796, -122.33257578820441 47.66406579252443, -122.33259327237953 47.66407005681903, -122.3326094553958 47.6640762354236, -122.33262388187875 47.664084154478395, -122.33263614588046 47.66409359114896)))",1104,1152.7449675,139.71561526,04/01/2015 12:00:00 AM +0000,0,,Basketball,,,,Half,,,,,0,0
"MULTIPOLYGON (((-122.2465592952779 47.51021751361769, -122.24689768451638 47.51011823191861, -122.24699653633796 47.510272694350085, -122.24665821695143 47.51037208521432, -122.2465592952779 47.51021751361769)))",3972,5598.64850462,305.13396136,04/01/2015 12:00:00 AM +0000,0,,Basketball,,,,Full,,,,,0,0
"MULTIPOLYGON (((-122.35836362942385 47.69550540768596, -122.3583671154318 47.69564258321252, -122.3582294723475 47.695644177475, -122.35822598800843 47.69550700102719, -122.35836362942385 47.69550540768596)))",250,1696.57327486,167.89133678,04/01/2015 12:00:00 AM +0000,0,,Basketball,,,,Half,,,,,0,0
"MULTIPOLYGON (((-122.38735863334254 47.643708951961976, -122.3873261808353 47.6437088839058, -122.38732858583774 47.64363109335486, -122.38733833223968 47.643620999538115, -122.38735019833763 47.6436120016227, -122.38736391841051 47.64360430110089, -122.38737918522116 47.64359807041202, -122.38740352159193 47.643597788624746, -122.38741126266278 47.643601587697376, -122.38741802603117 47.64360616039214, -122.38742364422421 47.643611393481265, -122.38742797812537 47.64361715738444, -122.38743092041936 47.643623309377496, -122.38743239824936 47.64362969712635, -122.38743068227538 47.64370938007292, -122.38735863334254 47.643708951961976)))",303,953.46623818,120.97823585,04/01/2015 12:00:00 AM +0000,0,,Basketball,,,,Half,,,,,0,0
"MULTIPOLYGON (((-122.28016177716755 47.680031125544495, -122.28002265558455 47.68009022495362, -122.28001453165997 47.68008241001726, -122.28000849123254 47.680073776804896, -122.28000470982654 47.680064576184265, -122.28000329732254 47.68005507551095, -122.28000429476435 47.68004555085946, -122.28000767316662 47.68003627900092, -122.28001333435719 47.68002752936056, -122.28002111382997 47.68001955618863, -122.2800307855254 47.68001259117241, -122.28004206839937 47.680006836703704, -122.28005463458986 47.680002459997795, -122.28006811894421 47.6799995882344, -122.28008212962963 47.679998304862146, -122.28009625951921 47.67999864717365, -122.28011009802223 47.68000060522193, -122.28012324301501 47.68000412210938, -122.28013531252601 47.6800090956412, -122.2801459558351 47.680015381294844, -122.28015486366479 47.68002279641972, -122.28016177716755 47.680031125544495)))",444,768.55191076,110.23063242,04/01/2015 12:00:00 AM +0000,0,,Basketball,,,,Half,,,,,0,0
"MULTIPOLYGON (((-122.39761665829893 47.67742542102642, -122.39761686505238 47.67743392680302, -122.39761651143867 47.67744324871228, -122.39761382513791 47.67745239549445, -122.39760888376973 47.6774611028526, -122.39760183011437 47.67746911918688, -122.39759286798693 47.67747621286444, -122.39758225634841 47.67748217891271, -122.39757030182291 47.67748684494196, -122.39755734983777 47.67749007612665, -122.3975437746422 47.67749177910125, -122.39752996849344 47.67749190465808, -122.39751633032215 47.677490449169134, -122.39750325420525 47.67748745469099, -122.39749111797883 47.67748300774951, -122.3974802723205 47.67747723683966, -122.39747103061644 47.67747030871262, -122.39746365990612 47.67746242355741, -122.39745837316605 47.677453809216416, -122.39745532315602 47.67744471460178, -122.39745459800507 47.677435402503114, -122.39745448434245 47.67742671372515, -122.39761665829893 47.67742542102642)))",3894,791.1353637,110.93192664,04/01/2015 12:00:00 AM +0000,0,,Basketball,,,,Half,,,,,0,0
"MULTIPOLYGON (((-122.35973073227228 47.628995592815144, -122.35982808666786 47.62904694616185, -122.35977078433716 47.62909658881214, -122.35967342854855 47.629045234535056, -122.35973073227228 47.628995592815144)))",342,699.3688871,106.83504331,04/01/2015 12:00:00 AM +0000,0,,Basketball,,,,Half,,,,,0,0
"MULTIPOLYGON (((-122.30802787326384 47.60048095397397, -122.30776635974905 47.60048138205016, -122.30776546601713 47.60021805213673, -122.30802697897333 47.60021765104077, -122.30802787326384 47.60048095397397)))",390,6197.01955807,321.136129,04/01/2015 12:00:00 AM +0000,0,,Basketball,,,,Full,,,,,0,0
"MULTIPOLYGON (((-122.32832301099252 47.680100688511644, -122.32833954893678 47.67993728411003, -122.32850496643387 47.679964228359744, -122.32851853865981 47.679965716571004, -122.32853225269909 47.67996638738865, -122.32852969549243 47.679969830819246, -122.32852783772198 47.67997347300942, -122.32852671226512 47.67997724950269, -122.32852633903947 47.67998109346571, -122.32850566626259 47.68010808937794, -122.32832301099252 47.680100688511644)))",307,2568.89584941,205.73995599,04/01/2015 12:00:00 AM +0000,0,,Basketball,,,,Half,,,,,0,0
"MULTIPOLYGON (((-122.28772115228972 47.72604665669303, -122.28772658496763 47.725942505325136, -122.28787118464011 47.72594593995053, -122.28786575091902 47.726050091342245, -122.28772115228972 47.72604665669303)))",4167,1353.72331033,147.25013335,04/01/2015 12:00:00 AM +0000,0,,Basketball,,,,Half,,,,,0,0
"MULTIPOLYGON (((-122.39740367980062 47.67742711880232, -122.39740388649214 47.67743562368007, -122.39740353284006 47.67744494558859, -122.3974008465016 47.67745409236562, -122.3973959050975 47.677462799714455, -122.39738885140899 47.67747081603542, -122.3973798892522 47.67747790969614, -122.39736927758894 47.677483875724484, -122.397357323044 47.677488541731314, -122.39734437104529 47.67749177289175, -122.39733079584244 47.677493475840954, -122.39731698969281 47.67749360137197, -122.39730335152716 47.67749214585756, -122.39729027542218 47.67748915135502, -122.39727813921367 47.67748470439093, -122.39726729357866 47.6774789334609, -122.39725805190272 47.67747200531667, -122.39725068122445 47.6774641201478, -122.3972453945194 47.67745550579704, -122.39724234454641 47.67744641117682, -122.39724161943343 47.677437099076876, -122.39724150583353 47.677428411197916, -122.39740367980062 47.67742711880232)))",3894,791.12223814,110.93126996,04/01/2015 12:00:00 AM +0000,0,,Basketball,,,,Half,,,,,0,0
"MULTIPOLYGON (((-122.2988754292004 47.71809920502088, -122.29911469885118 47.7181050993471, -122.29911100868192 47.71819821904361, -122.29911083252858 47.718202108878046, -122.2991097361302 47.718205929547764, -122.29910774775166 47.71820958255612, -122.29910491865309 47.71821297372878, -122.29910132176833 47.71821601564146, -122.29909704982475 47.718218629873824, -122.29909221295284 47.71822074903104, -122.29908693584689 47.71822231848134, -122.29908135455045 47.71822329776434, -122.29890502503704 47.71822173739641, -122.29889999667817 47.71822141844531, -122.2988951107917 47.71822055532432, -122.29889049581799 47.71821917072322, -122.29888627307552 47.71821730104039, -122.29888255357183 47.71821499542612, -122.29887943508524 47.71821231449045, -122.29887699959451 47.71820932870989, -122.2988753111237 47.71820611657464, -122.29887441405918 47.71820276252537, -122.2988754292004 47.71809920502088)))",4002,2540.91549637,198.09018619,04/01/2015 12:00:00 AM +0000,0,,Basketball,,,,Full,,,,,0,0
"MULTIPOLYGON (((-122.33205470119114 47.621860208692446, -122.33205412423565 47.62185807105404, -122.33205300701823 47.621856033623104, -122.33205138348346 47.62185415830309, -122.33204930295935 47.62185250207191, -122.3320468286586 47.62185111525098, -122.33204403575813 47.62185003997615, -122.33204100911479 47.62184930891759, -122.33203784068728 47.621848944287045, -122.33203462674207 47.62184895716314, -122.33202632190104 47.62184921765632, -122.3320243682211 47.621790269618955, -122.33210732689854 47.62178327642158, -122.3321892550214 47.621772025870655, -122.33222582417218 47.62176569681773, -122.33222818243678 47.62185955329158, -122.33221027144867 47.62185975229132, -122.33221084541152 47.62188332164439, -122.33212675767703 47.621883291919154, -122.33212476040431 47.621883291232905, -122.33205517917976 47.62188326653297, -122.33205470119114 47.621860208692446)))",350,1751.78578216,175.31438789,04/01/2015 12:00:00 AM +0000,0,,Basketball,,,,Half,,,,,0,0
"MULTIPOLYGON (((-122.39130993474177 47.64013168362185, -122.39146538379731 47.640166390377544, -122.39145558961857 47.6401864294254, -122.3914487272878 47.640194863740135, -122.39143981485815 47.640202371462735, -122.39142911959551 47.64020872745098, -122.3914169622299 47.64021374110088, -122.39140370733725 47.640217262062556, -122.39138975240667 47.64021918474901, -122.39137551592017 47.64021945150252, -122.39136142480324 47.64021805432362, -122.39134790162197 47.640215035111105, -122.3913353519109 47.640210484405436, -122.39132415201185 47.6402045386737, -122.391314637788 47.640197376217074, -122.39130709455199 47.64018921182394, -122.39130174850999 47.64018029032876, -122.39129875997824 47.64017087926985, -122.39129821857573 47.640161260866485, -122.39130014053664 47.64015172355562, -122.39130993474177 47.64013168362185)))",318,876.89956864,115.51726772,04/01/2015 12:00:00 AM +0000,0,,Basketball,,,,Half,,,,,0,0
"MULTIPOLYGON (((-122.3219788123034 47.552181627796976, -122.32197826597766 47.55212372911, -122.32209854681905 47.55212314145786, -122.32209913289009 47.552181728723696, -122.3219788123034 47.552181627796976)))",410,631.14758757,101.90642177,04/01/2015 12:00:00 AM +0000,0,,Basketball,,,,Half,,,,,0,0
"MULTIPOLYGON (((-122.36149507562949 47.66014388857304, -122.3615078569852 47.66013077344911, -122.36161636169047 47.66012937963185, -122.36163583571232 47.66015467543295, -122.36164276713906 47.66016469465449, -122.36164728183958 47.66017532528286, -122.36164926761964 47.66018630314119, -122.3616486751299 47.6601973554236, -122.36164551909242 47.660208207474504, -122.361639877935 47.66021858961409, -122.36163189184245 47.660228243839896, -122.36162794674144 47.66023245638784, -122.36162465792412 47.6602369187182, -122.36162269455444 47.660240570001775, -122.36162146492244 47.660244364889365, -122.36162099072975 47.66024823640585, -122.36162128034553 47.66025211622361, -122.36150297599809 47.66025332576224, -122.36149507562949 47.66014388857304)))",248,1514.38562945,149.57410489,04/01/2015 12:00:00 AM +0000,0,,Basketball,,,,Half,,,,,0,0
"MULTIPOLYGON (((-122.27713701544211 47.535790572575024, -122.27713632124029 47.53600907349556, -122.27693136145714 47.53600877466091, -122.27693205784624 47.535790273724714, -122.27713701544211 47.535790572575024)))",403,4035.22454017,260.66114223,04/01/2015 12:00:00 AM +0000,0,,Basketball,,,,Full,,,,,0,0
"MULTIPOLYGON (((-122.36966653970771 47.53350888936061, -122.36966931097615 47.533184490467484, -122.36991274188766 47.53318563006452, -122.36991165179332 47.53351018437212, -122.36966653970771 47.53350888936061)))",458,7142.27212826,357.40648755,04/01/2015 12:00:00 AM +0000,0,,Basketball,,,,Full,,,,,0,0
"MULTIPOLYGON (((-122.40413853002771 47.692009710284005, -122.40407228355588 47.692091489470805, -122.40392449284805 47.692045981298335, -122.40396303084414 47.69202279680772, -122.40398723426455 47.692012438580704, -122.40401316244888 47.69200419982468, -122.40404460694447 47.69200071340875, -122.40407647071036 47.69200047856963, -122.40410802043344 47.692003500711934, -122.40413853002771 47.692009710284005)))",243,1008.74347208,132.26274846,04/01/2015 12:00:00 AM +0000,0,,Basketball,,,,Half,,,,,0,0
"MULTIPOLYGON (((-122.29578496442662 47.587084447378984, -122.2957831410036 47.5872225980891, -122.2956170445871 47.58722126749665, -122.29561959173202 47.58707587110905, -122.29578506461249 47.58707726908297, -122.29578496442662 47.587084447378984)))",401,2169.52372479,187.88191388,04/01/2015 12:00:00 AM +0000,0,,Basketball,,,,Full,,,,,0,0
"MULTIPOLYGON (((-122.28586841328479 47.56233545500501, -122.28607268111097 47.5623349463457, -122.28607395196836 47.56256881748306, -122.28586968319995 47.56256932524535, -122.28586841328479 47.56233545500501)))",423,4302.36660452,271.48258871,04/01/2015 12:00:00 AM +0000,0,,Basketball,,,,Full,,,,,0,0
"MULTIPOLYGON (((-122.2598918662916 47.514818325880704, -122.25989203124654 47.51501514829869, -122.25968653723476 47.51501522822667, -122.25968637303093 47.51481840490916, -122.2598918662916 47.514818325880704)))",439,3645.81811314,245.15095661,04/01/2015 12:00:00 AM +0000,0,,Basketball,,,,Full,,,,,0,0
"MULTIPOLYGON (((-122.30189878657659 47.5875068274692, -122.30150700854587 47.58750694025741, -122.30149029526712 47.58748486356103, -122.30147910328671 47.587461243675925, -122.3014737297396 47.58743670770058, -122.30147431728288 47.587411907054495, -122.30148085030916 47.58738750018312, -122.3014931553617 47.58736413507645, -122.30151090574061 47.587342432065306, -122.30190107849043 47.58734584032333, -122.30191810302361 47.58737140904984, -122.30192836179701 47.58739857975405, -122.30193154801267 47.58742653989978, -122.30192756637571 47.58745445334134, -122.30191653594554 47.58748148532838, -122.30189878657659 47.5875068274692)))",406,6396.24075443,317.82905759,04/01/2015 12:00:00 AM +0000,0,,Basketball,,,,Full,,,,,0,0
